"","X","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"48","NM_138541",663.603620021861,1.70249290659471,0.198693197782898,6.09100826679108e-19,1.33761079458843e-16
"49","NM_199409",707.517470658687,2.24564349798736,0.265669093602099,1.39352207015688e-18,2.99777880439258e-16
"50","NM_001170467",472.42773579973,3.14437749192409,0.372197278725993,1.865350854848e-18,3.93253267219056e-16
"51","NM_001107970",71.9932898433517,3.82739032272755,0.45345218218578,3.61997515129763e-18,7.4819917783977e-16
"52","NM_013096",8331.8033821998,-2.23797017504852,0.269799598358865,5.74754617637302e-18,1.16509392779131e-15
"53","NM_138826",3403.79446842381,2.51944507216396,0.30411929274057,6.56404751888555e-18,1.30550235653911e-15
"54","NM_019288",6313.10515797099,1.58760203140165,0.194325788484454,1.48777130045242e-17,2.90418468112388e-15
"56","NM_022521",3480.20123111213,-2.86454544060296,0.353733935305167,2.75227212346717e-17,5.18066079526204e-15
"58","NM_022407",18124.4838547797,2.51138267076567,0.314786733971436,8.22585856312692e-17,1.4949788812745e-14
"61","NM_178096",928.071906880367,-2.08531025078672,0.263822881734401,1.46364783043878e-16,2.52923143945167e-14
"63","NM_001191585",88.5558640372348,-2.94659639390929,0.374288812997965,1.90835856738851e-16,3.19301708870513e-14
"64","NM_012689",175.094082344407,-2.18208774312107,0.281445620284458,4.87695891669462e-16,8.03250374076218e-14
"65","NM_001013085",201.698680388811,2.28529345200932,0.296156635257444,6.5172087960132e-16,1.05689073721192e-13
"70","NM_001105974",380.960281202476,1.66018702128365,0.218535771636365,1.80952837819055e-15,2.72489123350093e-13
"71","NM_001191863",4737.01087552111,-1.53963646894361,0.20268110583181,1.94655864207931e-15,2.88995417551522e-13
"72","NM_130416",1243.89517810929,2.27376745028316,0.301577470020463,2.64251534752045e-15,3.86871587197404e-13
"73","NM_178091",4651.48302647078,-2.16180478444544,0.287294750099751,2.8163072618226e-15,4.06667052696876e-13
"74","NM_017274",3494.79162305883,-1.79732480024517,0.238985230018929,3.16974901041227e-15,4.51517896199401e-13
"75","NM_012683",4459.33016678747,1.50709321564591,0.200230077552272,3.29789561741247e-15,4.63508236041931e-13
