"","X","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"243","NM_001109330",270.269762447175,-3.67128451990855,0.560185385701573,2.82322381346897e-12,1.24918940092257e-10
"246","NM_138831",415.377882552582,-1.69582773195836,0.256240328251086,3.13933397490454e-12,1.3721186543973e-10
"247","NM_001108727",349.348420156733,-1.6188061735369,0.244692323453716,3.32238335492449e-12,1.44041394484468e-10
"250","NM_020088",80.2960644101895,-2.99969631310847,0.457490007978736,3.37311542176705e-12,1.45070948059357e-10
"252","NM_031817",249.566766397222,-2.21865824540464,0.338194419038657,3.47499405630383e-12,1.48266413068963e-10
"253","NM_001009683",234.783341476304,2.36407688487335,0.361571377770562,4.17806559307147e-12,1.77559530658911e-10
"254","NM_001012219",58.4572518496302,-2.98287360097714,0.456659473704996,4.21695792408175e-12,1.7850681732176e-10
"256","NM_134380",3664.75587540807,-2.12383388178978,0.325553491979512,4.5378505028986e-12,1.90589721121741e-10
"261","NM_001100784",42.5323669838422,2.80028216504174,0.432609797540042,6.3068325332668e-12,2.59812503439405e-10
"263","NM_178330",159.078843483243,1.74942563431583,0.270654135076851,8.36282052936834e-12,3.41889910006724e-10
"269","NM_017259",2628.76879353308,2.75257452972235,0.432282612977451,1.10728555633205e-11,4.42584918278151e-10
"271","NM_012945",49.955987324175,3.11838213077312,0.485622756244595,1.17994607470651e-11,4.68217380987274e-10
"272","NM_001007735",361.998646524769,1.76531018402401,0.276023147442699,1.29182060440879e-11,5.10649085978062e-10
"275","NM_001106624",636.323898445551,1.93902219182626,0.303581260912371,1.32092523856552e-11,5.16457751456598e-10
"277","NM_001126294",42.9381601119015,2.83901373508085,0.446247131386309,1.54645592669258e-11,6.0027054598551e-10
"278","NM_012551",1170.33138911342,2.60982913056275,0.412700722518527,1.63073799756839e-11,6.28669337499931e-10
"279","NM_013150",153.290187271525,3.02110967560533,0.47918738875315,1.63131273402605e-11,6.28669337499931e-10
"282","NM_001191609",330.871237544869,2.43518020415176,0.386096999875486,1.76465060804419e-11,6.72819976513871e-10
"283","NM_001271366",164.8557343293,-1.67568417322931,0.263507714443617,1.79598549269632e-11,6.82347562454802e-10
"284","NM_001037356",255.195097865742,1.56732738458019,0.246145906560174,1.87775700533446e-11,7.10902933850569e-10
"285","NM_001024351",5902.71877048318,-1.57096024481894,0.24744480998923,1.97719205640999e-11,7.4592171896562e-10
